	PRJNA597909__adult_control_r1	PRJNA597909__adult_control_r2	PRJNA597909__adult_control_r3	PRJNA597909__adult_control_r4	PRJNA597909__adult_control_r5	PRJNA597909__adult_pzq_r1	PRJNA597909__adult_pzq_r2	PRJNA597909__adult_pzq_r3	PRJNA597909__adult_pzq_r4	PRJNA597909__adult_pzq_r5	PRJNA597909__juvenile_control_r1	PRJNA597909__juvenile_control_r2	PRJNA597909__juvenile_control_r3	PRJNA597909__juvenile_control_r4	PRJNA597909__juvenile_control_r5	PRJNA597909__juvenile_pzq_r1	PRJNA597909__juvenile_pzq_r2	PRJNA597909__juvenile_pzq_r3	PRJNA597909__juvenile_pzq_r4	PRJNA597909__juvenile_pzq_r5
Smp_000830	21.279311704241	17.8307024024319	23.7925753714286	26.1740434553869	17.7924524004187	15.9460392149921	15.2965274392325	22.4127687817513	17.6652574622415	11.7775895767103	16.9658347073372	15.4257931358109	13.0047353131726	26.7911912162635	17.4842464309746	16.4129405386876	13.294048748755	12.0883596408737	13.5428228488648	15.0576463185872
Smp_000850	2654.11051438352	2605.15946679742	2340.23771353372	2397.34849871007	2227.19639459358	2509.50792145938	2568.01701832762	2625.21735208861	2418.37374658086	2730.71826900011	1889.56984052968	1968.99230954958	1959.380120518	1838.28788960823	1827.10375203684	1785.93309236594	1782.5103697289	2083.2273114439	2126.22318727178	2024.17788368437
Smp_000870	984.651787041698	857.750631359093	893.649130950858	960.684335714387	883.342930938432	987.657803878572	882.699612816887	916.974583636	1010.45272684021	922.858268975082	666.969376932193	675.429370875151	699.004523083025	756.335936643745	740.166432244591	880.143936387121	902.887477519609	811.934822545351	871.949440346143	794.828616388283
Smp_000880	8121.92638093236	8081.06202038638	7092.09086671544	7846.39658251488	7232.10859334664	4791.78478410512	5007.36324701934	4686.21761180183	4959.52103252429	5270.47133557784	11854.8770017519	11075.7194715123	10405.9557064236	9809.697706878	9978.64797696677	6362.06607630877	5565.77507614542	5807.44944413641	6677.65342009412	7287.90081819622
Smp_000900	259.2207062153	201.768474553835	251.249595922286	218.117028794891	148.61930828585	166.43678430648	157.464253050923	165.659595343379	173.119523129966	175.822587252317	92.2517262211459	106.878709583833	113.79143399026	100.982182276685	76.7364148914996	90.2711729627816	148.450211027764	141.03086247686	148.971051337513	110.781255058178
Smp_000910	147.020699047483	133.261039007649	138.948640169143	160.921896799786	129.780241038348	135.541333327433	142.16772561169	145.195762977433	131.606168093699	107.680818987065	197.227828472795	214.85926153451	230.834051808813	289.550951221924	271.005819680106	260.555431051665	313.517982991472	309.260534145686	275.023479392332	238.771248766169
Smp_000950	310.484502593698	381.952414620515	365.453957705143	312.149703430911	369.455041020458	27.9055686262362	24.2944847564281	19.4893641580446	20.3150460815777	23.5551791534205	26.5091167302144	20.9350049700291	26.0094706263451	34.0042042360267	23.3123285746328	22.5677932406954	22.1567479145916	16.1178128544983	8.33404483007067	24.7375618091076
Smp_000980	3633.9260942197	3698.46306147285	3402.33827811429	3334.76701801967	3504.06650803539	3523.07803906231	3750.34860980712	3536.3451264772	3156.78150850255	3423.072284831	3594.63622861707	3413.50765248159	3449.50604181902	3289.13393701204	3309.37931057391	3633.41471175196	3365.61000822647	3697.02332350054	3782.61459724832	3775.16704130294
Smp_000990	1415.07422833203	1414.25623791921	1578.875301648	1440.54179906315	1409.79019902141	1887.61239207469	1690.71617990105	1670.23850834443	1750.62701450813	1696.81415544461	1531.16658233718	1505.11667310841	1563.819421409	1637.35395548626	1575.5248728356	1535.63574915096	1655.10906922	1836.4233021094	1650.14087635399	1533.72883216467
Smp_001000	671.265560124694	645.659118572271	581.490542077715	541.899640428196	513.887889917974	397.654352923865	371.615637200178	429.740479684884	495.510471815873	526.626505358616	587.44202674155	507.949331114917	729.348905480428	700.692693348429	611.94862508411	439.046159409893	640.330014731698	376.753875473897	359.405683296797	404.405358270629
